"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/AnimalVarietyPack/DeerStagAndDoe/Materials/M_DeerDoeFur.M_DeerDoeFur","0","60","10","1","79.587929","0","329"
"/Game/AnimalVarietyPack/Crow/Materials/M_Crow.M_Crow","0","60","10","1","70.286095","0","320"
"/Game/MSPresets/M_MS_Foliage_Material/M_MS_Foliage_Material.M_MS_Foliage_Material","0","88","10","1","108.651909","0","523"
"/Game/Sketchap/boat/source/boat.boat","0","23","3","1","70.041275","0","59"
"/Game/Sketchap/terrain/diffuse_1SG.diffuse_1SG","0","23","10","1","71.337921","0","59"
"/Game/MSPresets/M_MS_Default_Material/M_MS_Default_Material.M_MS_Default_Material","0","66","12","1","302.472382","0","339"
"/Game/MSPresets/M_MS_Billboard_Material/M_MS_Billboard_Material.M_MS_Billboard_Material","0","88","10","1","233.231628","0","617"
"/Game/MSPresets/M_MS_Default_Fuzz_Material/M_MS_Default_Fuzz_Material.M_MS_Default_Fuzz_Material","0","64","7","1","237.459183","0","346"
"/Game/WaterPlane/Ocean/Materials/FakedCaustics.FakedCaustics","0","23","10","1","56.032322","0","59"
"/Bridge/MSPresets/M_MS_SurfaceBlend_Material/M_MS_SurfaceBlend_Material.M_MS_SurfaceBlend_Material","0","0","47","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Imperfection_Material_Var/M_MS_Imperfection_Material_Var.M_MS_Imperfection_Material_Var","0","0","23","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Imperfection_Material/M_MS_Imperfection_Material.M_MS_Imperfection_Material","0","0","23","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_ImperfectionDecal_Material/M_MS_ImperfectionDecal_Material.M_MS_ImperfectionDecal_Material","0","0","33","1","0.000000","0","33"
"/Bridge/MSPresets/M_MS_Default_Transmission_Material/M_MS_Default_Transmission_Material.M_MS_Default_Transmission_Material","0","0","44","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Decal_Material/M_MS_Decal_Material.M_MS_Decal_Material","0","0","33","1","0.000000","0","33"
"/Game/Man/Materials/M_Man_Cloth_Up_03.M_Man_Cloth_Up_03","0","23","3","1","64.087433","0","59"
"/Game/Man/Materials/M_Man_Cloth_Up_02.M_Man_Cloth_Up_02","0","23","7","1","54.559631","0","63"
"/Game/Man/Materials/M_Man_Cloth_Down_03.M_Man_Cloth_Down_03","0","23","10","1","50.817276","0","66"
"/Game/Man/Materials/M_Man_Cloth_Down_02.M_Man_Cloth_Down_02","0","23","10","1","50.306213","0","80"
"/Game/MyTerrainMat.MyTerrainMat","0","38","10","1","138.526199","0","122"
