"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Emissive_Color.M_Emissive_Color","0","0","6","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","0","0","10","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","68","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","109","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","68","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","68","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","10","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","37","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","10","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","72","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","23","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","10","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","54","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","105","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","121","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","919","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","32","1","0.000000","0","0"
"/Game/WaterPlane/Ocean/Materials/M_OceanWater_1.M_OceanWater_1","0","76","12","2","453.321930","0","358"
"/Game/WeaponEffects/Explosion/M_Burst.M_Burst","0","36","4","1","24.657436","0","481"
"/Game/WeaponEffects/Explosion/M_explosion_subUV.M_explosion_subUV","0","30","5","1","17.239939","0","172"
"/Game/WeaponEffects/Explosion/M_radial_ramp.M_radial_ramp","0","40","5","1","23.414892","0","175"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","40","1","0.000000","0","0"
"/Game/WeaponEffects/Explosion/M_smoke_subUV.M_smoke_subUV","0","90","6","1","85.778862","0","570"
"/Game/particle/NewLaser.NewLaser","0","6","6","1","5.406520","0","10"
"/Game/Sketchap/wep/Case.Case","0","23","8","1","40.768295","0","59"
"/Game/Sketchap/wep/Inside.Inside","0","23","10","1","40.758163","0","61"
"/Game/Male_soldier/Material/Mat_Male_soldier_Eyes.Mat_Male_soldier_Eyes","0","37","10","1","56.254074","0","154"
"/Game/Male_soldier/Material/Mat_Male_soldier_Head.Mat_Male_soldier_Head","0","37","2","1","54.579460","0","140"
"/Game/Male_soldier/Material/Mat_Male_soldier_Lashes.Mat_Male_soldier_Lashes","0","60","10","1","48.259975","0","320"
"/Game/Male_soldier/Material/Mat_Male_soldier_Refl.Mat_Male_soldier_Refl","0","60","2","1","152.037506","0","272"
"/Game/Male_soldier/Material/Mat_Male_soldier_Rifle.Mat_Male_soldier_Rifle","0","37","10","1","54.383129","0","122"
"/Game/Male_soldier/Material/Mat_Male_soldier_Skin1_Hands.Mat_Male_soldier_skin1_Hands","0","37","10","1","54.971546","0","160"
"/Game/Male_soldier/Material/Mat_Male_soldier_Skin1_Outfit.Mat_Male_soldier_skin1_Outfit","0","37","10","1","56.713676","0","150"
"/Game/Male_soldier/Material/MaT_Male_soldier_Skin1_Pants.Mat_Male_soldier_skin1_Pants","0","37","10","1","56.264008","0","121"
"/Game/Male_soldier/Material/Mat_Male_soldier_Skin1_Torso.Mat_Male_soldier_skin1_Torso","0","37","10","1","55.907715","0","124"
"/Game/Sketchap/grenade/textures/03.03","0","23","10","1","40.434021","0","66"
"/Game/Sketchap/grenade/textures/hand.hand","0","23","10","1","40.588085","0","59"
"/Game/Sketchap/grenade/textures/main.main","0","23","10","1","40.662487","0","63"
"/Game/Sketchap/grenade/textures/npo.npo","0","23","10","1","41.182812","0","65"
"/Game/Scanned3DPeoplePack/RP_Character/00_rp_master/Materials/RP_Rigged_MasterMaterial.RP_Rigged_MasterMaterial","0","300","40","4","573.826111","0","1749"
"/Game/MSPresets/M_MS_Default_Material/M_MS_Default_Material.M_MS_Default_Material","0","66","10","1","144.627716","0","334"
"/Game/MSPresets/M_MS_Foliage_Material/M_MS_Foliage_Material.M_MS_Foliage_Material","0","88","9","1","88.332108","0","398"
"/Game/Sketchap/medicalkit/source/Aid_Kit.Aid_Kit","0","23","1","1","39.855133","0","70"
"/Game/MSPresets/M_MS_Default_Fuzz_Material/M_MS_Default_Fuzz_Material.M_MS_Default_Fuzz_Material","0","64","10","1","170.336777","0","323"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","6","1","0.000000","0","0"
"/Game/MSPresets/M_MS_Surface_Material/M_MS_Surface_Material.M_MS_Surface_Material","0","156","14","2","249.639832","0","1004"
"/Game/WaterPlane/Lake/Materials/M_LakeWater_01.M_LakeWater_01","0","38","10","1","117.684776","0","145"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","105","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Game/WaterPlane/Translucent/Materials/M_TranslucentWater.M_TranslucentWater","0","42","9","1","127.043686","0","150"
"/Game/WaterPlane/Environment/Props/Materials/M_Rock.M_Rock","0","38","10","1","115.483818","0","151"
"/Game/WaterPlane/Environment/Materials/M_Rock_Basalt.M_Rock_Basalt","0","50","38","1","61.478016","0","235"
"/Game/MSPresets/MS_Foliage_Material/MasterMaterials/MA_Impostor.MA_Impostor","0","176","8","2","952.341675","176","2150"
"/Game/MSPresets/MS_Foliage_Material/MasterMaterials/MA_Foliage.MA_Foliage","0","2070","221","23","7467.778320","3600","37276"
"/Game/Man/Materials/M_MAn_Body.M_Man_Body","0","37","10","1","63.370502","0","121"
"/Game/Man/Materials/M_Man_Cloth_Down_01.M_Man_Cloth_Down_01","0","37","10","1","65.071205","0","124"
"/Game/Man/Materials/M_Man_Cloth_Up_01.M_Man_Cloth_Up_01","0","37","10","1","83.442497","0","146"
"/Game/Male_soldier/Material/Mat_Male_soldier_Skin2_Hands.Mat_Male_soldier_skin2_Hands","0","37","1","1","63.397026","0","133"
"/Game/Male_soldier/Material/Mat_Male_soldier_Skin2_Outfit.Mat_Male_soldier_skin2_Outfit","0","37","10","1","61.607719","0","123"
"/Game/Male_soldier/Material/Mat_Male_soldier_Skin2_Pants.Mat_Male_soldier_skin2_Pants","0","37","10","1","61.433128","0","159"
"/Game/Male_soldier/Material/Mat_Male_soldier_Skin2_Torso.Mat_Male_soldier_skin2_Torso","0","37","10","1","61.660618","0","140"
"/Game/Male_soldier/Material/Mat_Male_soldier_Skin3_Hands.Mat_Male_soldier_skin3_Hands","0","37","10","1","60.760590","0","122"
"/Game/Male_soldier/Material/Mat_Male_soldier_Skin3_Outfit.Mat_Male_soldier_skin3_Outfit","0","37","10","1","60.577507","0","160"
"/Game/Male_soldier/Material/Mat_Male_soldier_Skin3_Pants.Mat_Male_soldier_skin3_Pants","0","37","10","1","67.685181","0","143"
"/Game/Male_soldier/Material/Mat_Male_soldier_Skin3_Torso.Mat_Male_soldier_skin3_Torso","0","37","10","1","58.405586","0","121"
"/Game/MSPresets/MS_Foliage_Material/GlobalFoliageActor/Materials/MA_UI_Element.MA_UI_Element","0","41","10","1","55.315453","0","154"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","84","1","0.000000","0","0"
"/Game/BlackAlder/Materials/Background/M_FloorGrid_Master.M_FloorGrid_Master","0","38","10","1","148.356186","0","149"
"/Engine/EngineSky/M_SkyTimeOfDay.M_SkyTimeOfDay","0","0","6","1","0.000000","0","0"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","0","52","1","0.000000","0","0"
"/Game/AnimStarterPack/UE4_Mannequin/Materials/M_UE4Man_Body.M_UE4Man_Body","0","124","24","2","154.687897","0","709"
"/Game/AnimalVarietyPack/Fox/Materials/M_Fox.M_Fox","0","37","10","1","82.719231","0","121"
"/Game/AnimalVarietyPack/DeerStagAndDoe/Materials/M_DeerDoeFur.M_DeerDoeFur","0","0","62","1","0.000000","0","0"
"/Game/AnimalVarietyPack/Wolf/Materials/M_WolfArctic.M_WolfArctic","0","37","3","1","82.886658","0","137"
"/Game/AnimalVarietyPack/DeerStagAndDoe/Materials/M_DeerDoe.M_DeerDoe","0","37","7","1","75.721100","0","118"
"/Game/AnimalVarietyPack/DeerStagAndDoe/Materials/M_DeerStagFur.M_DeerStagFur","0","60","11","1","72.049385","0","270"
"/Game/WeaponEffects/ShellEject/M_ShellEjectMetal.M_ShellEjectMetal","0","37","19","1","107.970940","0","101"
"/Game/AnimalVarietyPack/DeerStagAndDoe/Materials/M_DeerStag.M_DeerStag","0","37","11","1","144.518661","0","118"
"/Game/AnimalVarietyPack/Pig/Materials/M_PigHairDirty.M_PigHairDirty","0","60","27","1","141.994141","0","182"
"/Game/AnimalVarietyPack/Wolf/Materials/M_Wolf.M_Wolf","0","37","37","1","114.615433","0","54"
"/Game/AnimalVarietyPack/Wolf/Materials/M_WolfFurArctic.M_WolfFurArctic","0","60","11","1","128.913330","0","227"
"/Game/AnimalVarietyPack/Wolf/Materials/M_WolfDark.M_WolfDark","0","0","37","1","0.000000","0","0"
"/Game/AnimalVarietyPack/Wolf/Materials/M_WolfFurDark.M_WolfFurDark","0","60","11","1","140.246552","0","361"
"/Game/AnimalVarietyPack/Wolf/Materials/M_WolfFur.M_WolfFur","0","60","10","1","135.073166","0","248"
"/Game/AnimalVarietyPack/Pig/Materials/M_PigDirty.M_PigDirty","0","37","7","1","158.426346","0","118"
"/Game/AnimalVarietyPack/Pig/Materials/M_PigHair.M_PigHair","0","89","11","1","83.499641","0","567"
"/Game/AnimalVarietyPack/Pig/Materials/M_Pig.M_Pig","0","0","51","1","0.000000","0","0"
"/Game/AnimalVarietyPack/Fox/Materials/M_FoxFur.M_FoxFur","0","60","1","1","51.914986","0","284"
"/Game/AnimalVarietyPack/Crow/Materials/M_Crow.M_Crow","0","60","11","1","52.549183","0","285"
"/Game/MSPresets/M_MS_Billboard_Material/M_MS_Billboard_Material.M_MS_Billboard_Material","0","88","11","1","136.877548","0","531"
"/Game/Sketchap/boat/source/boat.boat","0","38","10","1","180.839706","0","157"
"/Game/Sketchap/terrain/diffuse_1SG.diffuse_1SG","0","38","10","1","123.200478","0","155"
"/Game/WeaponEffects/Muzzle/MuzzleFlash_Master.MuzzleFlash_Master","0","90","10","1","108.536400","0","592"
"/Game/WeaponEffects/GenericImpact/M_LensFlare_02.M_LensFlare_02","0","30","10","1","33.505230","0","80"
"/Game/WeaponEffects/BloodImpact/M_blood_splash_03.M_blood_splash_03","0","102","10","1","164.244324","0","744"
"/Game/unityAssetStore/MotusMan/1911/Colt.Colt","0","23","3","1","63.823177","0","59"
"/Game/unityAssetStore/MotusMan/MotusMan_Phong1.MotusMan_Phong1","0","37","10","1","85.927971","0","121"
"/Game/unityAssetStore/MotusMan/M4/M4_Mat.M4_Mat","0","23","10","1","60.552628","0","59"
"/Game/WaterPlane/Ocean/Materials/FakedCaustics.FakedCaustics","0","23","10","1","45.548630","0","59"
"/Game/unityAssetStore/anim/Loops/MotusMan_Phong1.MotusMan_Phong1","0","37","10","1","64.540733","0","121"
"/Game/WeaponEffects/BasicTracer/M_Beam.M_Beam","0","60","10","1","73.031036","0","240"
"/Game/WeaponEffects/BloodImpact/M_blood_splash_01.M_blood_splash_01","0","102","10","1","198.661621","0","744"
"/Game/turbosquid/char3/Material__48.Material__48","0","23","10","1","62.652260","0","59"
"/Game/unityAssetStore/anim/MotusMan_Phong1.MotusMan_Phong1","0","37","37","1","0.000000","0","37"
"/Game/turbosquid/char4/Armour_mtl.Armour_mtl","0","37","10","1","93.849197","0","121"
"/Game/turbosquid/char1/Beard_Transparency.Beard_Transparency","0","60","10","1","108.589142","0","260"
"/Game/turbosquid/char1/Scalp_Transparency.Scalp_Transparency","0","60","20","1","73.796211","0","170"
"/Game/turbosquid/char1/Std_Eye_Occlusion_R.Std_Eye_Occlusion_R","0","60","6","1","60.390755","0","136"
"/Game/Scanned3DPeoplePack/RP_Character/00_rp_master/Mannequin/Materials/M_UE4Man_Body.M_UE4Man_Body","0","124","32","2","168.420303","62","676"
"","0","1","0","1","0.000000","416","0"
"/Game/RPGEffects/Materials/M_Sparks.M_Sparks","0","40","40","1","28.256466","0","40"
"/Game/RPGEffects/Materials/M_Impact_Lines.M_Impact_Lines","0","30","10","1","21.766375","0","80"
"/Game/RPGEffects/Materials/M_Earth_Slam.M_Earth_Slam","0","50","20","1","34.102608","0","170"
"/Game/RPGEffects/Materials/M_Stones.M_Stones","0","51","20","1","68.540977","0","213"
"/Game/RPGEffects/Materials/M_Earth_Crack.M_Earth_Crack","0","40","10","1","31.799824","0","100"
"/Game/RPGEffects/Materials/M_Impact_Star.M_Impact_Star","0","40","40","1","31.162083","0","70"
"/Game/RPGEffects/Materials/M_Shout.M_Shout","0","40","40","1","32.762627","0","70"
"/Game/RPGEffects/Materials/M_Targeting_Circle.M_Targeting_Circle","0","40","7","1","33.260010","0","116"
"/Game/RPGEffects/Materials/M_Decal.M_Decal","0","40","10","1","33.436813","0","147"
"/Game/RPGEffects/Materials/M_Portal.M_Portal","0","53","10","1","37.940525","0","126"
"/Game/RPGEffects/Materials/M_Glow_Dot.M_Glow_Dot","0","40","10","1","33.298336","0","100"
"/Game/RPGEffects/Materials/M_StarAnim.M_StarAnim","0","40","40","1","33.987301","0","40"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","1","0.000000","0","0"
"/Game/RPGEffects/Materials/M_Portal_Edge.M_Portal_Edge","0","36","20","1","29.466990","0","102"
"/Game/RPGEffects/Materials/M_HealingCross_3D.M_HealingCross_3D","0","30","30","1","24.744799","0","50"
"/Game/RPGEffects/Materials/M_Ring.M_Ring","0","60","30","1","50.392300","0","170"
"/Game/RPGEffects/Materials/M_Whirlwind.M_Whirlwind","0","50","10","1","42.059746","0","235"
"/Game/RPGEffects/Materials/M_Swipe.M_Swipe","0","30","30","1","25.486832","0","50"
"/Game/RPGEffects/Materials/M_Spiral.M_Spiral","0","40","40","1","34.030987","0","70"
"/Game/RPGEffects/Materials/M_ThrowingAxe.M_ThrowingAxe","0","51","10","1","74.944115","0","213"
"/Game/RPGEffects/Materials/M_Heal_Sphere.M_Heal_Sphere","0","50","10","1","43.954830","0","140"
"/Game/RPGEffects/Materials/M_Energy_Sphere.M_Energy_Sphere","0","50","10","1","42.069302","0","160"
"/Game/RPGEffects/Materials/M_Whirlwind_Rings.M_Whirlwind_Rings","0","40","40","1","34.593189","0","50"
"/Game/Sketchap/soldier/face.face","0","37","10","1","68.985901","0","144"
"/Game/Sketchap/soldier/eyes.eyes","0","37","10","1","67.632385","0","121"
"/Game/RPGEffects/Materials/M_HealingCross_2D.M_HealingCross_2D","0","40","18","1","34.236683","0","146"
"/Game/turbosquid/char1/Beard_Transparency_ncl1_1.Beard_Transparency_ncl1_1","0","60","60","1","74.759254","0","90"
"/Game/Sketchap/soldier/boots.boots","0","37","10","1","66.874512","0","101"
"/Game/turbosquid/char1/Beard_Transparency_ncl1_2.Beard_Transparency_ncl1_2","0","60","10","1","73.817101","0","210"
"/Game/turbosquid/char1/Hair_Transparency.Hair_Transparency","0","60","60","1","75.765259","0","110"
"/Game/RPGEffects/Materials/M_Fire_Burst.M_Fire_Burst","0","40","40","1","34.251064","0","70"
"/Game/RPGEffects/Materials/M_Lightning_Zaps.M_Lightning_Zaps","0","40","40","1","34.427452","0","70"
"/Game/RPGEffects/Materials/M_Fire_Mesh.M_Fire_Mesh","0","50","10","1","40.037571","0","140"
"/Game/RPGEffects/Materials/M_Glow.M_Glow","0","40","40","1","34.023567","0","50"
"/Game/RPGEffects/Materials/M_Arrow.M_Arrow","0","160","52","1","136.388763","0","414"
"/Game/RPGEffects/Materials/M_Arrow_ImpactShadow.M_Arrow_ImpactShadow","0","40","10","1","31.738962","0","110"
"/Game/RPGEffects/Materials/M_Caltrops.M_Caltrops","0","51","1","1","68.697510","0","206"
"/Game/RPGEffects/Materials/M_Caltrops_Spike.M_Caltrops_Spike","0","40","3","1","52.716507","0","172"
"/Game/RPGEffects/Materials/M_Arrow_Trail.M_Arrow_Trail","0","30","30","1","32.681736","0","50"
"/Game/RPGEffects/Materials/M_Arrow_Feather.M_Arrow_Feather","0","160","10","1","169.389252","0","1002"
"/Game/RPGEffects/Materials/M_EnergyBeam.M_EnergyBeam","0","40","10","1","53.016891","0","110"
"/Game/turbosquid/char4/Head_mtl.Head_mtl","0","37","37","1","104.757500","0","64"
"/Game/Sketchap/soldier/uniform.uniform","0","37","10","1","114.412933","0","156"
"/Game/turbosquid/char1/Std_Cornea_R.Std_Cornea_R","0","37","10","1","125.606033","0","118"
"/Game/Sketchap/boy/human_short04.human_short04","0","37","10","1","119.069168","0","121"
"/Game/turbosquid/char1/New_Material__3_.New_Material__3_","0","37","7","1","99.402229","0","118"
"/Game/turbosquid/char1/metallic_ncl1_1.metallic_ncl1_1","0","37","10","1","99.146233","0","176"
"/Bridge/MSPresets/M_MS_Default_Transmission_Material/M_MS_Default_Transmission_Material.M_MS_Default_Transmission_Material","0","0","44","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_ImperfectionDecal_Material/M_MS_ImperfectionDecal_Material.M_MS_ImperfectionDecal_Material","0","0","33","1","0.000000","0","33"
"/Bridge/MSPresets/M_MS_Imperfection_Material/M_MS_Imperfection_Material.M_MS_Imperfection_Material","0","0","23","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Imperfection_Material_Var/M_MS_Imperfection_Material_Var.M_MS_Imperfection_Material_Var","0","0","23","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_SurfaceBlend_Material/M_MS_SurfaceBlend_Material.M_MS_SurfaceBlend_Material","0","0","47","1","0.000000","0","0"
"/Game/turbosquid/char1/Male_Bushy_Base_Transparency.Male_Bushy_Base_Transparency","0","60","10","1","119.978737","0","260"
"/Game/RPGEffects/Materials/M_LightningScroll.M_LightningScroll","0","50","10","1","67.684532","0","190"
"/Bridge/MSPresets/M_MS_Decal_Material/M_MS_Decal_Material.M_MS_Decal_Material","0","0","33","1","0.000000","0","33"
"/Game/turbosquid/char1/Male_Bushy_Transparency.Male_Bushy_Transparency","0","60","10","1","113.620781","0","260"
"/Game/turbosquid/char1/metallic.metallic","0","37","7","1","109.088890","0","118"
"/Game/Man/Materials/M_Man_Cloth_Up_03.M_Man_Cloth_Up_03","0","23","10","1","84.929260","0","59"
"/Game/turbosquid/char1/metallic_ncl1_2.metallic_ncl1_2","0","37","10","1","107.352066","0","118"
"/Game/Man/Materials/M_Man_Cloth_Down_02.M_Man_Cloth_Down_02","0","23","10","1","104.949898","0","59"
"/Game/Man/Materials/M_Man_Cloth_Up_02.M_Man_Cloth_Up_02","0","0","23","1","0.000000","0","0"
"/Game/mixamo/Guard_02.Guard_02","0","37","10","1","102.720390","0","118"
"/Game/turbosquid/char1/metallic_ncl1_3.metallic_ncl1_3","0","37","10","1","97.844673","0","143"
"/Game/turbosquid/char1/metallic_ncl1_4.metallic_ncl1_4","0","37","10","1","115.675591","0","121"
"/Game/turbosquid/char1/New_Material__3__ncl1_1.New_Material__3__ncl1_1","0","37","10","1","104.820084","0","124"
"/Game/turbosquid/char1/New_Material__3__ncl1_4.New_Material__3__ncl1_4","0","37","3","1","162.999802","0","179"
"/Game/turbosquid/char1/New_Material__3__ncl1_10.New_Material__3__ncl1_10","0","37","10","1","128.827744","0","118"
"/Game/turbosquid/char1/New_Material__3__ncl1_11.New_Material__3__ncl1_11","0","37","10","1","157.549805","0","121"
"/Game/WeaponEffects/BloodImpact/M_blood_cloud_01.M_blood_cloud_01","0","102","10","1","203.674820","0","744"
"/Game/Sketchap/boy/human_Teeth_Base.human_Teeth_Base","0","37","10","1","134.264816","0","152"
"/Game/turbosquid/char1/New_Material__3__ncl1_2.New_Material__3__ncl1_2","0","37","10","1","111.838890","0","144"
"/Game/Sketchap/boy/human_Shoes_Oxford_male.human_Shoes_Oxford_male","0","37","10","1","114.378052","0","118"
"/Game/Sketchap/boy/human_M_Suit_01.human_M_Suit_01","0","37","10","1","123.034264","0","164"
"/Game/Sketchap/boy/human_HighPolyEyes.human_HighPolyEyes","0","37","10","1","139.652786","0","118"
"/Game/turbosquid/char1/New_Material__3__ncl1_3.New_Material__3__ncl1_3","0","37","10","1","92.303040","0","175"
"/Game/MyTerrainMat.MyTerrainMat","0","38","8","1","211.552628","0","122"
"/Game/turbosquid/char1/New_Material__3__ncl1_5.New_Material__3__ncl1_5","0","37","7","1","126.057320","0","118"
"/Game/turbosquid/char1/New_Material__3__ncl1_6.New_Material__3__ncl1_6","0","37","10","1","121.071381","0","150"
"/Game/Sketchap/boy/human_body.human_body","0","37","10","1","119.989693","0","118"
"/Game/RPGEffects/Materials/M_Fire_Base.M_Fire_Base","0","132","10","1","283.803101","0","908"
"/Game/Sketchap/boy/human_Eyelashes01.human_Eyelashes01","0","37","7","1","124.298637","0","118"
"/Game/turbosquid/char1/New_Material__3__ncl1_7.New_Material__3__ncl1_7","0","37","9","1","75.086426","0","136"
"/Game/turbosquid/char1/New_Material__3__ncl1_8.New_Material__3__ncl1_8","0","37","10","1","132.030563","0","179"
"/Game/turbosquid/char1/New_Material__3__ncl1_9.New_Material__3__ncl1_9","0","37","10","1","97.817451","0","118"
"/Game/turbosquid/char1/Std_Cornea_L.Std_Cornea_L","0","37","7","1","132.646088","0","118"
"/Game/turbosquid/char1/Std_Eyelash.Std_Eyelash","0","60","10","1","120.841393","0","313"
"/Game/turbosquid/char1/Std_Eye_L.Std_Eye_L","0","37","10","1","77.618843","0","118"
"/Game/turbosquid/char1/Std_Eye_Occlusion_L.Std_Eye_Occlusion_L","0","60","10","1","83.683960","0","260"
"/Game/Man/laser.laser","0","20","20","1","16.609274","0","30"
"/Game/Man/Materials/M_Man_Cloth_Down_03.M_Man_Cloth_Down_03","0","23","3","1","52.687626","0","122"
"/Game/turbosquid/char1/Std_Eye_R.Std_Eye_R","0","37","10","1","74.624237","0","121"
"/Game/turbosquid/char1/Std_Lower_Teeth.Std_Lower_Teeth","0","37","10","1","74.331314","0","179"
"/Game/turbosquid/char1/Std_Nails.Std_Nails","0","37","10","1","73.458603","0","121"
"/Game/Sketchap/soldier/night_vis_goggles.night_vis_goggles","0","37","10","1","72.074402","0","121"
"/Game/Sketchap/soldier/mask.mask","0","37","10","1","70.728081","0","124"
"/Game/RPGEffects/Materials/M_Targeting_Arrow.M_Targeting_Arrow","0","40","10","1","36.859188","0","130"
"/Game/RPGEffects/Materials/M_SpiralMesh.M_SpiralMesh","0","30","10","1","25.389185","0","80"
"/Game/RPGEffects/Materials/M_Targeting_Arc.M_Targeting_Arc","0","40","10","1","34.295792","0","130"
"/Game/RPGEffects/Materials/M_Colour.M_Colour","0","66","10","1","158.578751","0","324"
"/Game/WeaponEffects/GenericImpact/M_spark_subUV.M_spark_subUV","0","30","10","1","23.964981","0","106"
"/Game/Sketchap/soldier/helmet.helmet","0","37","4","1","73.827293","0","139"
"/Game/Sketchap/soldier/gloves.gloves","0","37","10","1","72.746399","0","121"
"/Game/turbosquid/char1/Std_Skin_Arm.Std_Skin_Arm","0","37","10","1","74.712753","0","132"
"/Game/turbosquid/char1/Std_Skin_Body.Std_Skin_Body","0","37","10","1","75.002625","0","118"
"/Game/turbosquid/char1/Std_Skin_Head.Std_Skin_Head","0","37","3","1","71.925735","0","139"
"/Game/turbosquid/char1/Std_Upper_Teeth.Std_Upper_Teeth","0","37","10","1","72.573135","0","118"
"/Game/turbosquid/char1/Std_Skin_Leg.Std_Skin_Leg","0","37","10","1","72.074425","0","144"
"/Game/turbosquid/char4/Cloth_mtl.Cloth_mtl","0","37","10","1","64.232635","0","121"
"/Game/turbosquid/char1/Std_Tongue.Std_Tongue","0","37","10","1","71.050087","0","193"
"/Game/turbosquid/char1/Std_Tearline_R.Std_Tearline_R","0","60","10","1","79.308998","0","260"
"/Game/turbosquid/char1/Std_Tearline_L.Std_Tearline_L","0","60","10","1","82.253464","0","313"
"/Game/turbosquid/char4/Hair_mtl.Hair_mtl","0","37","10","1","63.749603","0","118"
"/Game/turbosquid/char4/Sword_mtl.Sword_mtl","0","37","10","1","61.196301","0","121"
